Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
25. Girls Trip,2017,2h 2m,R,6.2,41K,71,"When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling and romancing to make the Big Easy blush.",https://www.imdb.com/title/tt3564472/?ref_=sr_i_25
26. Fifty Shades Darker,2017,1h 58m,R,4.6,115K,33,"While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.",https://www.imdb.com/title/tt4465564/?ref_=sr_i_26
27. The Upside,2017,2h 6m,PG-13,7.0,66K,46,A comedic look at the relationship between a wealthy man with quadriplegia and an unemployed man with a criminal record who's hired to help him.,https://www.imdb.com/title/tt1987680/?ref_=sr_i_27
28. Baby Driver,2017,1h 53m,R,7.5,636K,86,"Coerced into working for a crime boss, a young getaway driver must face the music when a doomed heist threatens his life, love, and freedom.",https://www.imdb.com/title/tt3890160/?ref_=sr_i_28
29. Pitch Perfect 3,2017,1h 33m,PG-13,5.8,74K,40,"Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.",https://www.imdb.com/title/tt4765284/?ref_=sr_i_29
30. Daddy's Home 2,2017,1h 40m,PG-13,6.0,86K,30,"Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.",https://www.imdb.com/title/tt5657846/?ref_=sr_i_30
31. Murder on the Orient Express,2017,1h 54m,PG-13,6.5,306K,52,"When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",https://www.imdb.com/title/tt3402236/?ref_=sr_i_31
32. Annabelle: Creation,2017,1h 49m,R,6.5,156K,62,"Twelve years after the tragic death of their little girl, a doll-maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they become the target of the doll-maker's possessed creation, Annabelle.",https://www.imdb.com/title/tt5140878/?ref_=sr_i_32
33. Kingsman: The Golden Circle,2017,2h 21m,R,6.7,378K,44,"After the Kingsman's headquarters is destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy.",https://www.imdb.com/title/tt4649466/?ref_=sr_i_33
34. Blade Runner 2049,2017,2h 44m,R,8.0,696K,81,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",https://www.imdb.com/title/tt1856101/?ref_=sr_i_34
35. John Wick: Chapter 2,2017,2h 2m,R,7.4,530K,75,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",https://www.imdb.com/title/tt4425200/?ref_=sr_i_35
36. The Emoji Movie,2017,1h 26m,PG,3.4,74K,12,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",https://www.imdb.com/title/tt4877122/?ref_=sr_i_36
37. Power Rangers,2017,2h 4m,PG-13,5.9,116K,44,"When Earth is on the verge of an alien invasion, five teenagers, who are infused with superhuman abilities, must harness their newfound powers to battle this threat - as the Power Rangers.",https://www.imdb.com/title/tt3717490/?ref_=sr_i_37
38. Ferdinand,2017,1h 48m,PG,6.7,67K,58,"After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.",https://www.imdb.com/title/tt3411444/?ref_=sr_i_38
39. The Post,2017,1h 56m,PG-13,7.2,166K,83,A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.,https://www.imdb.com/title/tt6294822/?ref_=sr_i_39
40. The Mummy,2017,1h 50m,PG-13,5.4,211K,34,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia and terrors that defy human comprehension.",https://www.imdb.com/title/tt2345759/?ref_=sr_i_40
41. The Hitman's Bodyguard,2017,1h 58m,R,6.9,253K,47,"Michael Bryce, a protection agent, is tasked with protecting Darius Kincaid, one of the world's most famous assassins.",https://www.imdb.com/title/tt1959563/?ref_=sr_i_41
42. Alien: Covenant,2017,2h 2m,R,6.4,324K,65,"The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",https://www.imdb.com/title/tt2316204/?ref_=sr_i_42
43. Captain Underpants: The First Epic Movie,2017,1h 29m,PG,6.2,34K,69,"Two overly-imaginative pranksters hypnotize their grumpy principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted, underwear-themed superhero.",https://www.imdb.com/title/tt2091256/?ref_=sr_i_43
44. A Bad Moms Christmas,2017,1h 44m,R,5.6,60K,42,"As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.",https://www.imdb.com/title/tt6359956/?ref_=sr_i_44
45. A Dog's Purpose,2017,1h 40m,PG,7.2,82K,43,"A dog discovers the meaning of its own existence through the lives of the humans it teaches to laugh and love. Reincarnated as multiple canines over the course of five decades, the lovable pooch develops an unbreakable bond with Ethan.",https://www.imdb.com/title/tt1753383/?ref_=sr_i_45
46. The Shape of Water,2017,2h 3m,R,7.3,456K,87,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",https://www.imdb.com/title/tt5580390/?ref_=sr_i_46
47. The Lego Ninjago Movie,2017,1h 41m,PG,6.0,31K,55,"Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.",https://www.imdb.com/title/tt3014284/?ref_=sr_i_47
48. Baywatch,2017,1h 56m,R,5.5,208K,37,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",https://www.imdb.com/title/tt1469304/?ref_=sr_i_48
49. The Shack,2017,2h 12m,PG-13,6.3,40K,32,"A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",https://www.imdb.com/title/tt2872518/?ref_=sr_i_49
50. Darkest Hour,2017,2h 5m,PG-13,7.4,227K,75,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.",https://www.imdb.com/title/tt4555426/?ref_=sr_i_50
51. Happy Death Day,2017,1h 36m,PG-13,6.6,172K,58,"A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.",https://www.imdb.com/title/tt5308322/?ref_=sr_i_51
"52. Three Billboards Outside Ebbing, Missouri",2017,1h 55m,R,8.1,572K,88,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,https://www.imdb.com/title/tt5027774/?ref_=sr_i_52
53. Atomic Blonde,2017,1h 55m,R,6.7,212K,63,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,https://www.imdb.com/title/tt2406566/?ref_=sr_i_53
54. American Made,2017,1h 55m,R,7.1,216K,65,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",https://www.imdb.com/title/tt3532216/?ref_=sr_i_54
55. The Dark Tower,2017,1h 35m,PG-13,5.6,149K,34,A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.,https://www.imdb.com/title/tt1648190/?ref_=sr_i_55
56. Lady Bird,2017,1h 34m,R,7.4,345K,93,"A fiercely independent teenager tries to make her own way in the world while wanting to get out of her hometown of Sacramento, California and to get away from her complicated mother and recently-unemployed father.",https://www.imdb.com/title/tt4925292/?ref_=sr_i_56
57. Boo 2! A Madea Halloween,2017,1h 41m,PG-13,4.0,5.4K,17,"Madea, Bam, and Hattie venture to a haunted campground and the group must run for their lives when monsters, goblins, and the boogeyman are unleashed.",https://www.imdb.com/title/tt6217804/?ref_=sr_i_57
58. Snatched,2017,1h 30m,R,4.7,38K,45,"When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.",https://www.imdb.com/title/tt2334871/?ref_=sr_i_58
59. Smurfs: The Lost Village,2017,1h 30m,PG,6.0,25K,40,"A mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history.",https://www.imdb.com/title/tt2398241/?ref_=sr_i_59
60. Going in Style,2017,1h 36m,PG-13,6.6,94K,50,"Desperate to pay their bills and support their loved ones, lifelong pals Willy Davis, Albert Gardner, and Joe Harding risk it all by robbing the bank that absconded with the pension money that they earned from working there for years.",https://www.imdb.com/title/tt2568862/?ref_=sr_i_60
61. All Eyez on Me,2017,2h 19m,R,5.9,25K,38,"Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur.",https://www.imdb.com/title/tt1666185/?ref_=sr_i_61
62. xXx: Return of Xander Cage,2017,1h 47m,PG-13,5.2,99K,42,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",https://www.imdb.com/title/tt1293847/?ref_=sr_i_62
63. 47 Meters Down,2017,1h 29m,PG-13,5.6,63K,52,"Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.",https://www.imdb.com/title/tt2932536/?ref_=sr_i_63
64. The Big Sick,2017,2h,R,7.5,146K,86,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",https://www.imdb.com/title/tt5462602/?ref_=sr_i_64
65. Valerian and the City of a Thousand Planets,2017,2h 16m,PG-13,6.4,201K,51,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",https://www.imdb.com/title/tt2239822/?ref_=sr_i_65
66. Paddington 2,2017,1h 43m,PG,7.8,100K,88,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",https://www.imdb.com/title/tt4468740/?ref_=sr_i_66
67. The Star,2017,1h 26m,PG,6.3,10K,42,A small but brave donkey and his animal friends become the unsung heroes of the first Christmas.,https://www.imdb.com/title/tt4587656/?ref_=sr_i_67
68. Ghost in the Shell,2017,1h 47m,PG-13,6.3,232K,52,"In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",https://www.imdb.com/title/tt1219827/?ref_=sr_i_68
69. King Arthur: Legend of the Sword,2017,2h 6m,PG-13,6.7,238K,41,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",https://www.imdb.com/title/tt1972591/?ref_=sr_i_69
70. Jigsaw,2017,1h 32m,R,5.7,97K,39,Police search for a supposed to be dead killer who forces his victims to play sadistic games of life and death.,https://www.imdb.com/title/tt3348730/?ref_=sr_i_70
71. American Assassin,2017,1h 51m,R,6.2,95K,45,"After the death of his girlfriend at the hands of terrorists, Mitch Rapp is drawn into the world of counterterrorism, mentored by tough-as-nails former U.S. Navy S.E.A.L. Stan Hurley.",https://www.imdb.com/title/tt1961175/?ref_=sr_i_71
72. The Foreigner,2017,1h 53m,R,7.0,126K,55,"A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.",https://www.imdb.com/title/tt1615160/?ref_=sr_i_72
"73. Everything, Everything",2017,1h 36m,PG-13,6.3,43K,52,A teenager who's spent her whole life confined to her home falls for the boy next door.,https://www.imdb.com/title/tt5001718/?ref_=sr_i_73
74. Wind River,2017,1h 47m,R,7.7,291K,73,"A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.",https://www.imdb.com/title/tt5362988/?ref_=sr_i_74
75. Geostorm,2017,1h 51m,PG-13,5.3,123K,21,"When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.",https://www.imdb.com/title/tt1981128/?ref_=sr_i_75
76. Fist Fight,2017,1h 31m,R,5.6,47K,37,"When one school teacher unwittingly causes another teacher's dismissal, he is challenged to an after-school fight.",https://www.imdb.com/title/tt3401882/?ref_=sr_i_76
77. How to Be a Latin Lover,2017,1h 55m,PG-13,6.0,18K,54,"Finding himself dumped after twenty-five years of marriage, a man who made a career of seducing rich older women must move in with his estranged sister, where he begins to learn the value of family.",https://www.imdb.com/title/tt4795124/?ref_=sr_i_77
78. Kidnap,2017,1h 35m,R,5.9,40K,44,A mother stops at nothing to recover her kidnapped son.,https://www.imdb.com/title/tt1458169/?ref_=sr_i_78
79. The Mountain Between Us,2017,1h 52m,PG-13,6.4,84K,48,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",https://www.imdb.com/title/tt2226597/?ref_=sr_i_79
80. Life,2017,1h 44m,R,6.6,263K,54,A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,https://www.imdb.com/title/tt5442430/?ref_=sr_i_80
"81. I, Tonya",2017,1h 59m,R,7.5,250K,77,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",https://www.imdb.com/title/tt5580036/?ref_=sr_i_81
82. Hostiles,2017,2h 14m,R,7.2,99K,65,"In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.",https://www.imdb.com/title/tt5478478/?ref_=sr_i_82
83. Molly's Game,2017,2h 20m,R,7.4,194K,71,"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",https://www.imdb.com/title/tt4209788/?ref_=sr_i_83
84. The Nut Job 2: Nutty by Nature,2017,1h 31m,PG,5.5,7.5K,36,A group of squirrels try to stop a mayor from destroying the park where they live to make way for a dysfunctional amusement park.,https://www.imdb.com/title/tt3486626/?ref_=sr_i_84
85. Rings,2017,1h 42m,PG-13,4.5,44K,25,A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.,https://www.imdb.com/title/tt0498381/?ref_=sr_i_85
86. Logan Lucky,2017,1h 58m,PG-13,7.0,168K,78,Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,https://www.imdb.com/title/tt5439796/?ref_=sr_i_86
87. Home Again,2017,1h 37m,PG-13,5.8,36K,41,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young men to move in with her.,https://www.imdb.com/title/tt5719700/?ref_=sr_i_87
88. The House,2017,1h 28m,R,5.6,48K,30,"After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.",https://www.imdb.com/title/tt4481514/?ref_=sr_i_88
89. All the Money in the World,2017,2h 12m,R,6.8,93K,72,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,https://www.imdb.com/title/tt5294550/?ref_=sr_i_89
90. Gifted,2017,1h 41m,PG-13,7.6,145K,60,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",https://www.imdb.com/title/tt4481414/?ref_=sr_i_90
91. Downsizing,2017,2h 15m,R,5.8,130K,64,"A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.",https://www.imdb.com/title/tt1389072/?ref_=sr_i_91
92. The Bye Bye Man,2017,1h 36m,PG-13,4.3,27K,37,Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.,https://www.imdb.com/title/tt4030600/?ref_=sr_i_92
93. Victoria & Abdul,2017,1h 51m,PG-13,6.8,39K,58,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,https://www.imdb.com/title/tt5816682/?ref_=sr_i_93
94. Rough Night,2017,1h 41m,R,5.2,57K,51,Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.,https://www.imdb.com/title/tt4799050/?ref_=sr_i_94
95. My Little Pony: The Movie,2017,1h 39m,PG,6.1,8.3K,39,"After a dark force conquers Canterlot, the Mane 6 embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship to save their homeland.",https://www.imdb.com/title/tt4131800/?ref_=sr_i_95
96. Phantom Thread,2017,2h 10m,R,7.4,149K,90,"Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.",https://www.imdb.com/title/tt5776858/?ref_=sr_i_96
97. The Disaster Artist,2017,1h 44m,R,7.3,167K,76,"When aspiring actor Greg Sestero meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",https://www.imdb.com/title/tt3521126/?ref_=sr_i_97
98. Sleepless,2017,1h 35m,R,5.6,35K,34,An officer with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.,https://www.imdb.com/title/tt2072233/?ref_=sr_i_98
99. Diary of a Wimpy Kid: The Long Haul,2017,1h 31m,PG,4.3,12K,39,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,https://www.imdb.com/title/tt6003368/?ref_=sr_i_99
100. The Circle,2017,1h 50m,PG-13,5.4,102K,43,"A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.",https://www.imdb.com/title/tt4287320/?ref_=sr_i_100
101. Baahubali 2: The Conclusion,2017,2h 47m,Not Rated,8.2,121K,,"Amarendra Baahubali, the heir apparent to the throne of Mahishmati, finds his life and relationships endangered as his adoptive brother Bhallaladeva conspires to claim the throne.",https://www.imdb.com/title/tt4849438/?ref_=sr_i_101
102. CHIPS,2017,1h 40m,R,6.0,52K,28,An inexperienced rookie is teamed up with a hardened pro at the California Highway Patrol in Los Angeles; the newbie officer soon learns his partner is really an undercover Fed investigating a heist which may involve some crooked cops.,https://www.imdb.com/title/tt0493405/?ref_=sr_i_102
103. Only the Brave,2017,2h 14m,PG-13,7.6,81K,72,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",https://www.imdb.com/title/tt3829920/?ref_=sr_i_103
104. Call Me by Your Name,2017,2h 12m,R,7.8,331K,94,"It's the summer of 1983, and 17-year-old Elio is spending the days with his family at their villa in Lombardy, Italy. He soon meets Oliver, who's working as an intern for Elio's father. They discover the heady beauty of awakening desire.",https://www.imdb.com/title/tt5726616/?ref_=sr_i_104
105. Mother!,2017,2h 1m,R,6.6,256K,76,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",https://www.imdb.com/title/tt5109784/?ref_=sr_i_105
106. The Zookeeper's Wife,2017,2h 7m,PG-13,7.0,48K,57,"Keepers of the Warsaw Zoo, Antonina and Jan Zabinski, must save hundreds of people and animals during the Nazi invasion in WWII Poland.",https://www.imdb.com/title/tt1730768/?ref_=sr_i_106
107. Father Figures,2017,1h 53m,R,5.5,23K,22,"Upon learning that their mother has been lying to them for years about their allegedly deceased father, fraternal twin brothers hit the road to search for him.",https://www.imdb.com/title/tt1966359/?ref_=sr_i_107
108. Chappaquiddick,2017,1h 46m,PG-13,6.4,15K,67,"Depicting Ted Kennedy's involvement in the fatal 1969 car accident that claims the life of a young campaign strategist, Mary Jo Kopechne.",https://www.imdb.com/title/tt5270948/?ref_=sr_i_108
109. The Glass Castle,2017,2h 7m,PG-13,7.1,39K,56,A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.,https://www.imdb.com/title/tt2378507/?ref_=sr_i_109
110. Flatliners,2017,1h 49m,PG-13,5.2,52K,27,"Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.",https://www.imdb.com/title/tt2039338/?ref_=sr_i_110
111. Detroit,2017,2h 23m,R,7.3,57K,77,Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.,https://www.imdb.com/title/tt5390504/?ref_=sr_i_111
112. The Case for Christ,2017,1h 52m,PG,6.3,11K,50,An investigative journalist and self-proclaimed atheist sets out to disprove the existence of God after his wife becomes a Christian.,https://www.imdb.com/title/tt6113488/?ref_=sr_i_112
113. Wish Upon,2017,1h 30m,PG-13,5.1,24K,32,A teenage girl discovers a box that carries magic powers and a deadly price for using them.,https://www.imdb.com/title/tt5322012/?ref_=sr_i_113
114. It Comes at Night,2017,1h 31m,R,6.1,107K,78,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.",https://www.imdb.com/title/tt4695012/?ref_=sr_i_114
115. Megan Leavey,2017,1h 56m,PG-13,7.1,29K,66,Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.,https://www.imdb.com/title/tt4899370/?ref_=sr_i_115
116. Battle of the Sexes,2017,2h 1m,PG-13,6.7,61K,73,The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,https://www.imdb.com/title/tt4622512/?ref_=sr_i_116
117. Before I Fall,2017,1h 38m,PG-13,6.4,58K,58,"February 12 is just another day in Sam's charmed life, until it turns out to be her last. Stuck reliving her last day over and over, Sam untangles the mystery around her death and discovers everything she's losing.",https://www.imdb.com/title/tt1691916/?ref_=sr_i_117
